"id";"danceability";"energy";"loudness";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration";"time_signature"
"5UtiebKGhsSce9gX1qCqic";"0.792";0.62;-4.832;0.266;0.11;0.0;0.085;0.637;169.985;175907;4.0
"5uu28fUesZMl89lf9CLrgN";"0.522";0.833;-3.715;0.058;0.045;0.0;0.127;0.296;180.009;193569;4.0
"5Uw7Dut2lZfexn3Y09swpf";"0.605";0.664;-7.162;0.032;0.005;0.0;0.204;0.164;103.997;176417;4.0
"5UYK9MervBCROg8AHNeEIy";"0.648";0.701;-3.546;0.186;0.417;0.0;0.103;0.588;177.943;189977;4.0
"5v9N8Rx3QsFvr50cxyQcA3";"0.665";0.771;-5.124;0.14;0.126;0.004;0.27;0.732;88.835;192160;4.0
"5vdp5UmvTsnMEMESIF2Ym7";"0.933";0.528;-6.472;0.161;0.112;0.312;0.163;0.754;109.967;214653;4.0
"5VEuraNSVxMTzDTtrmL3lQ";"0.648";0.228;-12.335;0.045;0.769;0.0;0.098;0.503;125.526;144827;4.0
"5VKSZDsidOFHrtlJb33Syo";"0.784";0.78;-4.275;0.102;0.049;0.0;0.118;0.722;124.953;204347;4.0
"5VnDkUNyX6u5Sk0yZiP8XB";"0.604";0.826;-4.804;0.043;0.008;0.15;0.154;0.241;167.985;187147;4.0
"5vnuJ8EopkP5dHukpOmT3L";"0.678";0.636;-3.155;0.078;0.006;0.0;0.177;0.064;83.071;153267;4.0
"5vuiHi3QYbwcm1OKJOYnrf";"0.793";0.574;-3.513;0.044;0.011;0.0;0.156;0.06;136.982;199227;4.0
"5VuxWXbt7XENQCtE9TzpTv";"0.672";0.717;-2.714;0.034;0.341;0.0;0.106;0.225;160.981;194560;4.0
"5W83ErFkO3aKAIS1WMi6u0";"0.807";0.803;-4.156;0.126;0.602;0.009;0.136;0.706;91.987;258800;4.0
"5w9c2J52mkdntKOmRLeM2m";"0.737";0.86;-2.652;0.059;0.11;0.0;0.057;0.656;93.989;193227;4.0
"5WEqjIUHkwZ5h3DSE7F9bM";"0.701";0.717;-4.367;0.056;0.018;0.006;0.071;0.666;109.999;159864;4.0
"5WHTFyqSii0lmT9R21abT8";"0.674";0.881;-2.853;0.147;0.296;0.0;0.079;0.234;98.994;178480;4.0
"5wIeuNURiubue1VTcglU57";"0.743";0.765;-3.586;0.039;0.044;0.042;0.667;0.338;114.991;196360;4.0
"5wihevBA7MO9PNYyWyTfkh";"0.907";0.489;-5.79;0.158;0.048;0.0;0.115;0.253;136.982;211244;4.0
"5WnfnSpuNEGXyEt78PBA6d";"0.642";0.647;-6.312;0.428;0.517;0.0;0.065;0.664;120.749;217867;4.0
"5WNYg3usc6H8N3MBEp4zVk";"0.559";0.578;-9.54;0.151;0.79;0.001;0.324;0.239;79.938;320720;4.0
"5WoaF1B5XIEnWfmb5NZikf";"0.674";0.506;-10.532;0.043;0.173;0.0;0.087;0.183;145.965;259333;4.0
"5WrEilrRI5cIW0DxMvQYPZ";"0.74";0.835;-3.425;0.084;0.014;0.0;0.857;0.535;123.024;251293;4.0
"5WtfUKzXircvW8l5aaVZWT";"0.518";0.467;-6.184;0.03;0.662;0.0;0.085;0.386;132.854;173307;4.0
"5wujBwqG7INdStqGd4tRMX";"0.736";0.67;-6.702;0.311;0.186;0.0;0.114;0.845;130.032;169999;4.0
"5WvAo7DNuPRmk4APhdPzi8";"0.552";0.76;-4.706;0.342;0.073;0.0;0.087;0.639;135.702;260000;5.0
"5xbrhx2tMMcN68IT3cJbhS";"0.57";0.285;-14.125;0.038;0.737;0.013;0.108;0.097;83.485;99707;4.0
"5xDrO9DEDJGUQGfyoHvgDJ";"0.503";0.8;-2.763;0.039;0.125;0.0;0.109;0.789;205.95;203653;4.0
"5xesHO6GLWTrjsKOjAXRmf";"0.89";0.624;-3.966;0.103;0.094;0.0;0.09;0.762;116.046;169814;4.0
"5xhJmd0I15jFcEdqxfCzKk";"0.572";0.53;-8.521;0.065;0.065;0.0;0.127;0.12;170.138;217613;4.0
"5xi2SXmF3A5AIsuGXiUIZu";"0.737";0.697;-5.31;0.09;0.43;0.0;0.082;0.655;94.101;182560;4.0
"5xIODxqlpUnRVA9ewZUCug";"0.645";0.774;-4.839;0.344;0.236;0.0;0.128;0.635;86.692;182522;4.0
"5xjei7JnROsAzLY2a7RdZU";"0.829";0.582;-5.721;0.042;0.525;0.0;0.076;0.51;108.028;109373;4.0
"5XkyZyKMdFungjDb9cUKc3";"0.804";0.498;-7.387;0.057;0.339;0.0;0.18;0.704;105.008;205020;4.0
"5xlS0QkVrSH7ssEbBgBzbM";"0.602";0.553;-9.336;0.033;0.108;0.0;0.051;0.971;130.594;118840;4.0
"5xMzazov0IHYllrc8U2K6F";"0.673";0.907;-3.716;0.074;0.123;0.0;0.423;0.768;109.04;215880;4.0
"5Xn4IyTtW6FUGIUyWjbUHG";"0.643";0.904;-3.694;0.074;0.078;0.0;0.189;0.481;103.028;195419;4.0
"5xNUR50KxswPRAvx7S163g";"0.702";0.77;-9.411;0.128;0.006;0.001;0.211;0.235;118.034;225933;4.0
"5XQMr19TL7Mfksq9zihbOu";"0.614";0.598;-6.335;0.056;0.005;0.0;0.1;0.565;105.803;129478;4.0
"5xzCzOAOfRi4DOttSzvznR";"0.725";0.834;-3.913;0.037;0.078;0.0;0.083;0.859;120.026;204022;4.0
"5Y3Tj0wJhKAaPbwWxXxZGS";"0.585";0.691;-6.015;0.259;0.105;0.0;0.088;0.349;125.978;233645;4.0
"5Y9fnynLlIvqtM710MHzfz";"0.855";0.664;-7.11;0.061;0.165;0.0;0.094;0.626;98.015;226800;4.0
"5YeHLHDdQ4nKHk81XFWhCU";"0.847";0.603;-4.607;0.04;0.107;0.0;0.106;0.735;114.045;227387;4.0
"5yFSF6qQA1rcLsQRnBsZgb";"0.658";0.678;-4.407;0.058;0.303;0.0;0.361;0.662;97.976;199111;4.0
"5yH8pYxNckOU1cxfPsMIaz";"0.848";0.933;-3.306;0.106;0.7;0.0;0.184;0.506;139.998;171998;4.0
"5yNEdBlZMxpcVtGKz5NFk5";"0.673";0.71;-6.744;0.032;0.003;0.0;0.55;0.54;110.017;173613;4.0
"5YOkA7qd2983FtBQnP8sYx";"0.743";0.73;-4.314;0.125;0.287;0.0;0.078;0.15;179.972;197968;4.0
"5yuShbu70mtHXY0yLzCQLQ";"0.665";0.498;-8.185;0.083;0.228;0.0;0.076;0.127;81.967;179613;4.0
"5YxP1CkunbhUQVvctFOHa7";"0.655";0.814;-5.472;0.082;0.07;0.0;0.107;0.69;180.082;161266;4.0
"5YzA563GXTuwQaRq24z1k5";"0.813";0.876;-4.278;0.172;0.182;0.0;0.394;0.746;94.987;210773;4.0
"5Z01UMMf7V1o0MzF86s6WJ";"0.692";0.744;-4.565;0.257;0.009;0.0;0.359;0.061;171.374;326467;4.0
"5Z3GHaZ6ec9bsiI5BenrbY";"0.798";0.539;-6.351;0.042;0.199;0.0;0.165;0.394;136.949;202547;4.0
"5Z5nbOXhsSbySVC7WUc6y9";"0.601";0.863;-4.31;0.069;0.063;0.0;0.072;0.676;130.189;312347;4.0
"5Z8HZM6iQMhhqyPcCGY5g9";"0.855";0.651;-8.044;0.235;0.063;0.0;0.077;0.559;111.997;193027;4.0
"5ZnJsoJGkQ5K15W7Rcr5JO";"0.709";0.782;-3.526;0.047;0.077;0.0;0.302;0.728;102.032;225253;4.0
"5ZpjODX6OH1xZs3AOewTO6";"0.745";0.579;-5.771;0.138;0.035;0.012;0.246;0.645;97.002;293947;4.0
"5ZSIExfQuVv69tw5Qw3yDl";"0.904";0.575;-7.823;0.346;0.049;0.0;0.256;0.359;141.039;177748;4.0
"5zSOVwaY3sVjnmLhuEfsuf";"0.748";0.565;-5.895;0.048;0.164;0.002;0.103;0.812;175.92;193227;4.0
"5ZwRTJD1bTACtIuW5Iibnu";"0.756";0.637;-7.984;0.241;0.403;0.0;0.177;0.191;138.142;248467;4.0
"5ZX1X9Rl4zbx1Wwyn3idVD";"0.66";0.542;-8.11;0.077;0.343;0.0;0.122;0.152;135.828;283295;4.0
"60a0Rd6pjrkxjPbaKzXjfq";"0.556";0.864;-5.87;0.058;0.01;0.0;0.209;0.4;105.143;216880;4.0
"60APt5N2NRaKWf5xzJdzyC";"0.784";0.728;-4.549;0.054;0.34;0.0;0.222;0.713;110.165;229160;4.0
"60iSKGrGazRzICtMjADNSM";"0.688";0.53;-5.507;0.033;0.443;0.0;0.1;0.162;106.958;205687;4.0
"60SdxE8apGAxMiRrpbmLY0";"0.876";0.786;-4.884;0.306;0.063;0.0;0.127;0.575;153.068;244679;4.0
"60xaS8mYBKUW4VQQ666N0T";"0.704";0.777;-5.729;0.195;0.036;0.0;0.151;0.392;111.921;141542;4.0
"60Z57Wdrn0pEVpHI7d7GAX";"0.616";0.684;-6.032;0.311;0.031;0.0;0.376;0.312;179.503;309638;4.0
"619pVMIK3WvX529JIkQTY3";"0.331";0.784;-5.002;0.056;0.0;0.0;0.427;0.902;182.964;197672;4.0
"61HHDBLqF3AmSvLfHKNGd2";"0.664";0.576;-5.395;0.035;0.007;0.0;0.091;0.121;134.934;233293;4.0
"61sqsOPon94ecMskeEXwev";"0.758";0.602;-7.909;0.094;0.038;0.0;0.111;0.519;155.038;176056;4.0
"61WbtB6ujkpNAsAf5LjF4b";"0.797";0.792;-5.758;0.061;0.111;0.0;0.24;0.54;106.038;227822;4.0
"628Ueb4sRiXApObhcU9iPU";"0.668";0.844;-4.151;0.096;0.004;0.009;0.119;0.33;159.108;172017;4.0
"62o8KoI44JfN7aYxgTnPvh";"0.749";0.752;-4.883;0.345;0.31;0.0;0.232;0.901;180.049;183753;4.0
"62vpWI1CHwFy7tMIcSStl8";"0.696";0.521;-8.465;0.332;0.302;0.0;0.057;0.458;100.0;292987;4.0
"630sXRhIcfwr2e4RdNtjKN";"0.684";0.619;-7.005;0.039;0.072;0.0;0.122;0.284;125.046;217440;4.0
"63cd4JkwGgYJrbOizbfmsp";"0.68";0.559;-5.545;0.129;0.172;0.0;0.318;0.137;202.006;194520;4.0
"63SevszngYpZOwf63o61K4";"0.6";0.688;-8.339;0.201;0.159;0.0;0.409;0.079;99.977;156600;4.0
"63THFs9ovzO3WQsz4lzh0H";"0.823";0.56;-7.057;0.063;0.01;0.0;0.126;0.371;146.958;183046;4.0
"63TyoT9Ee03rQxv8xmdJ2l";"0.895";0.839;-4.512;0.227;0.217;0.0;0.239;0.756;149.951;286117;4.0
"63VyEdzMM3w4ZQ1WtARa2S";"0.294";0.505;-8.106;0.042;0.12;0.0;0.098;0.357;85.332;209893;1.0
"6416zJN0FGPmh1Ph4BH2h3";"0.606";0.715;-5.608;0.173;0.294;0.0;0.124;0.393;174.049;200493;4.0
"641R77CBy4bOLGRcA9sgHy";"0.807";0.923;-5.885;0.044;0.403;0.005;0.091;0.836;139.972;181971;4.0
"643PW82aBMUa1FiWi5VQY7";"0.897";0.743;-5.446;0.222;0.304;0.0;0.137;0.905;134.979;187105;4.0
"645YBsxhFPSOKxGep3uHLv";"0.636";0.876;-4.652;0.062;0.049;0.0;0.073;0.759;149.932;221529;4.0
"64A5aseVdsvdNOjobGQclN";"0.705";0.919;-5.087;0.244;0.435;0.0;0.168;0.607;134.029;175922;4.0
"64ydkbrt0xhdJXRaam06Mc";"0.754";0.37;-9.854;0.12;0.403;0.0;0.107;0.228;114.941;193600;4.0
"650OeHTLxZAQmb4aEbGmaA";"0.697";0.84;-4.602;0.054;0.106;0.0;0.748;0.452;128.034;211413;4.0
"6520aj0B4FSKGVuKNsOCOi";"0.448";0.801;-5.363;0.165;0.073;0.0;0.146;0.462;189.798;237734;4.0
"65kp3OFn7JXbCvkm3m2Ui2";"0.266";0.642;-5.133;0.069;0.424;0.0;0.094;0.037;75.022;185276;4.0
"65MOTX6uSFAnqXl7dlAuId";"0.419";0.585;-5.435;0.074;0.026;0.0;0.143;0.256;72.635;236987;4.0
"65NwOZqoXny4JxqAPlfxRF";"0.74";0.558;-8.115;0.102;0.566;0.0;0.112;0.421;140.057;220880;4.0
"65Q2mv3UlVi9eO70OpsmSe";"0.683";0.375;-13.056;0.03;0.579;0.0;0.076;0.888;140.467;135533;4.0
"65u1dHQyQyE4y4aN2eDmMF";"0.774";0.507;-6.952;0.065;0.064;0.0;0.138;0.508;140.067;130403;4.0
"660eekzsNZ7sdATvfIsAkR";"0.819";0.859;-6.264;0.224;0.024;0.0;0.092;0.612;104.906;195429;4.0
"66BjcDhhwWCcQIBxHMpKXh";"0.631";0.649;-5.892;0.039;0.082;0.0;0.093;0.421;93.95;194680;4.0
"66gNNRsKkmECPQUrvpMQtS";"0.726";0.705;-4.458;0.064;0.247;0.0;0.409;0.39;120.053;231106;4.0
"66kQ7wr4d2LwwSjr7HXcyr";"0.705";0.628;-5.362;0.049;0.029;0.019;0.086;0.465;96.799;235540;4.0
"66XXCMX3Na7KNfm5e0tOVZ";"0.853";0.696;-6.179;0.246;0.179;0.0;0.286;0.184;118.001;171270;4.0
"6700Z4Izi8EbB6JNthU6Ma";"0.688";0.53;-5.507;0.033;0.443;0.0;0.1;0.162;106.958;205687;4.0
"6752EZMgXswvRBH3N2PilO";"0.649";0.895;-1.358;0.039;0.174;0.0;0.095;0.664;174.074;219683;4.0
"675w3ACw5xZR3ODhUJlEVN";"0.704";0.706;-5.233;0.111;0.483;0.0;0.097;0.856;92.965;195044;4.0
"67dyMPOUsbZ9Yg06PnfAAh";"0.804";0.456;-7.44;0.047;0.001;0.0;0.31;0.165;130.014;225135;4.0
"67ojvEGRPAUCOohuMPqoRC";"0.48";0.749;-5.057;0.432;0.533;0.0;0.1;0.419;179.056;194534;4.0
"67xBtV07CC73eFw7z5oCvU";"0.606";0.655;-6.328;0.402;0.139;0.0;0.103;0.696;159.824;236686;4.0
"67XyC1GdSkKb9sbRRkUDXS";"0.894";0.511;-4.768;0.42;0.025;0.0;0.14;0.568;120.08;176632;4.0
"684EjRHwNsZQ9hCQxL4NYL";"0.747";0.647;-3.234;0.074;0.113;0.0;0.112;0.478;87.988;233113;4.0
"6875MeXyCW0wLyT72Eetmo";"0.668";0.613;-4.225;0.102;0.414;0.0;0.102;0.498;99.852;181933;4.0
"688QpQAwqsLdBR6lr13wK1";"0.731";0.774;-5.273;0.056;0.434;0.0;0.114;0.219;100.005;212467;4.0
"68EMU2RD1ECNeOeJ5qAXCV";"0.728";0.563;-8.053;0.134;0.621;0.0;0.179;0.352;100.017;217707;4.0
"68lOQPb5tX8U2cQRuas0L2";"0.678";0.666;-6.949;0.487;0.337;0.0;0.115;0.523;87.634;240199;4.0
"68m6iwhKElLTBaGRG1LLwE";"0.456";0.833;-4.242;0.096;0.108;0.0;0.059;0.261;159.808;172500;4.0
"68uKHxQzoY6gd7YSKJf21J";"0.673";0.76;-6.847;0.186;0.111;0.002;0.15;0.934;150.225;160667;4.0
"68Vm2W4oURsPV3121vUZgB";"0.665";0.703;-3.885;0.07;0.128;0.0;0.115;0.257;97.968;230611;4.0
"693iqPOQvhI7PobtR8CC8v";"0.782";0.868;-1.715;0.04;0.011;0.003;0.29;0.884;96.042;265747;4.0
"694vvR5o19xHPhhJ5QdLN7";"0.643";0.573;-7.034;0.071;0.41;0.0;0.07;0.47;165.192;259747;4.0
"696DnlkuDOXcMAnKlTgXXK";"0.621";0.601;-5.616;0.148;0.052;0.0;0.46;0.457;116.735;163636;5.0
"69b0SDYOymaqYwm3la237H";"0.464";0.822;-1.881;0.294;0.057;0.0;0.103;0.722;79.973;202641;4.0
"69bp2EbF7Q2rqc5N3ylezZ";"0.654";0.76;-3.669;0.045;0.08;0.0;0.299;0.41;99.945;200787;4.0
"69dXVFCMiz3SL1L7M24NdX";"0.799";0.526;-5.153;0.072;0.334;0.002;0.057;0.746;129.875;150475;4.0
"69Naniu2KjKjaQOBUagE8U";"0.541";0.557;-5.094;0.173;0.272;0.0;0.156;0.173;106.122;214255;4.0
"69PkhA9q3xCWU2CzoZnLAu";"0.962";0.573;-5.924;0.308;0.016;0.0;0.109;0.728;125.035;237655;4.0
"69uxyAqqPIsUyTO8txoP2M";"0.638";0.924;-3.887;0.036;0.002;0.0;0.149;0.529;111.995;263787;4.0
"6a1hzBiTkgqTsDA0Xgfh9z";"0.682";0.577;-11.309;0.035;0.271;0.001;0.08;0.943;147.331;143773;4.0
"6A8dnC0xkiuWN4BshmTB2I";"0.617";0.642;-8.624;0.033;0.13;0.157;0.093;0.221;105.885;194013;4.0
"6AFIVhbJLR7YVvW9fLFMu1";"0.681";0.701;-5.192;0.442;0.388;0.0;0.132;0.518;170.072;182238;4.0
"6AGON2BGdPmPMJGiiNuuwl";"0.744";0.43;-10.604;0.309;0.455;0.0;0.126;0.266;92.039;201667;4.0
"6aH3QgooXRmx8k8jzrSm3V";"0.583";0.381;-10.033;0.043;0.416;0.0;0.096;0.153;127.667;316378;4.0
"6alCTRgBPoeAFi2N4il9Q4";"0.686";0.561;-9.929;0.191;0.185;0.0;0.114;0.186;148.775;116240;4.0
"6aoGtdWXBkYQ2O2wnyIz2x";"0.618";0.66;-8.14;0.037;0.029;0.0;0.325;0.408;105.0;210944;4.0
"6AUuRg513AfT50d52O60fS";"0.502";0.32;-7.95;0.034;0.775;0.0;0.113;0.337;129.356;209380;4.0
"6b2mfHMqWCA74XmUuVJm8r";"0.666";0.603;-5.671;0.076;0.497;0.0;0.112;0.262;102.94;141413;4.0
"6b2RcmUt1g9N9mQ3CbjX2Y";"0.477";0.682;-4.931;0.093;0.153;0.0;0.076;0.345;110.567;202205;5.0
"6B3zy3LOKHndqsviCr2z15";"0.707";0.314;-10.115;0.747;0.977;0.0;0.109;0.602;104.014;49024;4.0
"6b8Be6ljOzmkOmFslEb23P";"0.818";0.803;-4.282;0.08;0.034;0.0;0.153;0.632;106.97;225983;4.0
"6BaCraQ9xeLYg4Sb9TBT2X";"0.893";0.745;-3.105;0.057;0.064;0.0;0.094;0.872;101.018;223413;4.0
"6Bg7MznA9X0dIhlAsLyBYj";"0.572";0.543;-4.251;0.029;0.095;0.0;0.329;0.329;83.364;271387;4.0
"6bGwKHXHNLmTy6yt147FPh";"0.46";0.697;-5.954;0.325;0.019;0.0;0.362;0.701;153.426;202120;4.0
"6BJbOXDlgVAXSaq6wYFYT2";"0.804";0.763;-5.48;0.052;0.068;0.0;0.368;0.059;136.052;156886;4.0
"6bLopGnirdrilrpdVB6Um1";"0.639";0.785;-6.167;0.174;0.017;0.001;0.051;0.686;191.95;210920;4.0
"6bMIExEulvwM2X6zsuiYwr";"0.674";0.862;-3.4;0.231;0.019;0.0;0.113;0.357;160.073;244470;4.0
"6bNuwzORFWORu9Ym7dBCPl";"0.343";0.76;-7.146;0.051;0.392;0.0;0.077;0.356;126.322;166453;4.0
"6bOkaEXc5CopinGazSLokx";"0.458";0.909;-6.553;0.487;0.057;0.0;0.11;0.449;118.227;205627;4.0
"6bWBLZLBRQEJ5KsLicouNB";"0.629";0.729;-4.744;0.033;0.028;0.0;0.288;0.304;119.996;170440;4.0
"6bXSYxP6WDlNCr6Jk1H3MW";"0.908";0.365;-9.954;0.094;0.093;0.0;0.261;0.742;119.977;152000;4.0
"6c7D34787LOtPm8tzhsLgH";"0.91";0.444;-8.126;0.344;0.022;0.0;0.137;0.53;149.953;276333;4.0
"6cAKeFFYW2aClZSUyvqAEW";"0.433";0.745;-4.632;0.038;0.221;0.0;0.098;0.588;95.472;193447;4.0
"6CcJMwBtXByIz4zQLzFkKc";"0.421";0.131;-18.435;0.038;0.952;0.005;0.109;0.12;137.446;291796;4.0
"6CfrYuD3YRDYdYvH9jNtXY";"0.913";0.608;-6.839;0.234;0.067;0.0;0.533;0.578;97.063;149569;4.0
"6cFZ4PLC19taNlpl9pbGMf";"0.497";0.693;-7.024;0.057;0.19;0.0;0.215;0.358;111.539;296493;3.0
"6cHxkkZ3TZUKsjd13pIO1p";"0.844";0.784;-6.218;0.035;0.47;0.0;0.245;0.95;125.974;209032;4.0
"6cjSh516BbrNUs213jDAGm";"0.731";0.65;-5.286;0.271;0.107;0.0;0.124;0.605;154.968;177847;4.0
"6cPyTS0Kk2sc4xQwC93kOg";"0.624";0.806;-5.957;0.044;0.004;0.0;0.087;0.528;149.999;207520;4.0
"6cQnrSlTxhHCCiUpKrs7g3";"0.619";0.628;-8.307;0.038;0.008;0.207;0.206;0.232;127.065;238568;4.0
"6Cs7b9bu3fy5XhMwBA9Tz4";"0.856";0.523;-10.481;0.131;0.444;0.0;0.054;0.709;105.935;219667;4.0
"6csZYoffpZ7iuSw83x2zVy";"0.913";0.788;-2.889;0.263;0.055;0.001;0.168;0.544;120.934;143314;4.0
"6CTWathupIiDs7U4InHnDA";"0.477";0.61;-5.628;0.144;0.225;0.0;0.107;0.358;79.882;213993;4.0
"6CUBgX8bXC5YQCkdgRHqyg";"0.745";0.595;-6.35;0.049;0.005;0.0;0.125;0.169;110.966;212027;3.0
"6cy3ki60hLwimwIje7tALf";"0.721";0.716;-7.037;0.066;0.033;0.001;0.237;0.667;104.994;221714;4.0
"6D0b04NJIKfEMg040WioJQ";"0.706";0.427;-6.864;0.088;0.413;0.0;0.061;0.42;113.804;176320;4.0
"6DB2KOEwHnjkgEnBt5SdeJ";"0.727";0.431;-12.007;0.395;0.011;0.017;0.506;0.223;150.005;257987;4.0
"6DCZcSspjsKoFjzjrWoCdn";"0.754";0.449;-9.211;0.109;0.033;0.0;0.552;0.357;77.169;198973;4.0
"6De0lHrwBfPfrhorm9q1Xl";"0.744";0.804;-6.327;0.068;0.023;0.0;0.049;0.426;104.823;205715;4.0
"6Dma0t0hOe6Bd6u5YRKF3n";"0.725";0.703;-4.641;0.047;0.063;0.0;0.14;0.638;106.032;175827;4.0
"6dNB3XdAzx7kTf5wa8Rg89";"0.856";0.477;-6.962;0.055;0.294;0.386;0.121;0.46;133.962;176067;4.0
"6DNtNfH8hXkqOX1sjqmI7p";"0.608";0.798;-5.092;0.043;0.074;0.0;0.156;0.501;92.943;185352;4.0
"6dPyzkyZwoj9LqjQXOFdVv";"0.888";0.525;-5.665;0.305;0.029;0.0;0.137;0.243;133.983;143792;4.0
"6Dq8FZrvx9S28iyaKSwn9x";"0.614";0.685;-3.684;0.147;0.013;0.0;0.313;0.61;94.9;255102;4.0
"6DUdDIRgLqCGq1DwkNWQTN";"0.73";0.701;-5.885;0.106;0.132;0.0;0.151;0.785;175.95;207307;4.0
"6e2PtJYcltVk76nLwxBzRn";"0.529";0.871;-5.831;0.155;0.118;0.0;0.115;0.272;189.837;199867;4.0
"6E39QsoWB7JjphPF9xCQSN";"0.65";0.801;-2.178;0.069;0.117;0.0;0.347;0.356;124.123;268813;4.0
"6EbduYTr62sSzvl36wWiFM";"0.631";0.796;-5.35;0.04;0.0;0.012;0.38;0.596;92.469;209120;4.0
"6EBlOYNcZ8MrdEov9lEdV6";"0.648";0.554;-7.005;0.034;0.329;0.0;0.08;0.372;98.045;171786;4.0
"6eGMMPRVYzpssGgednRvzU";"0.355";0.541;-9.667;0.061;0.046;0.005;0.316;0.337;123.524;180902;3.0
"6eiztdXRkooWsBt2xToMWI";"0.465";0.84;-4.35;0.072;0.125;0.0;0.138;0.672;83.981;142026;4.0
"6ElmxV9B2mSNscEjP27M7i";"0.854";0.868;-3.455;0.154;0.24;0.002;0.152;0.631;115.99;192000;4.0
"6EOKwHETwSkZ9gW2b6ASE0";"0.745";0.642;-6.257;0.287;0.02;0.0;0.066;0.226;179.974;131240;4.0
"6EpRaXYhGOB3fj4V2uDkMJ";"0.869";0.485;-5.595;0.055;0.246;0.0;0.077;0.527;106.028;204502;4.0
"6ePyl2ns4b7MVYhjsj32ZK";"0.775";0.271;-9.131;0.092;0.554;0.003;0.112;0.204;104.001;196998;3.0
"6ERZ30cRjVWGtVLhczX9aL";"0.414";0.23;-12.379;0.041;0.942;0.017;0.173;0.192;78.494;300361;3.0
"6eT7xZZlB2mwyzJ2sUKG6w";"0.675";0.562;-7.678;0.035;0.233;0.0;0.082;0.309;130.098;256533;4.0
"6EuE9M1viu9gkdFSafia9o";"0.742";0.407;-6.938;0.426;0.822;0.0;0.054;0.39;116.064;274187;4.0
"6eUncuJutsFi9BGO1JaBHh";"0.897";0.634;-6.264;0.161;0.004;0.0;0.069;0.506;112.048;212014;4.0
"6eYxmK9fdL4hwLnXG2zY3s";"0.763";0.726;-6.405;0.282;0.259;0.0;0.098;0.349;139.059;126346;4.0
"6F609ICg9Spjrw1epsAnpa";"0.607";0.476;-11.076;0.249;0.077;0.0;0.113;0.347;122.976;245227;5.0
"6fDC5DIa4bt6NbPZWR1yxM";"0.565";0.604;-5.764;0.13;0.218;0.0;0.104;0.323;109.085;176535;4.0
"6fI3tBVND8zUXZi9rr2Yps";"0.657";0.613;-7.308;0.465;0.123;0.0;0.314;0.485;174.027;165517;4.0
"6flur5o18COKeafnjLHRiJ";"0.948";0.396;-8.08;0.173;0.003;0.0;0.192;0.593;104.006;240000;4.0
"6fOOKqQWcSy33ApU1wqkkW";"0.581";0.452;-9.558;0.15;0.206;0.003;0.088;0.523;75.046;173653;4.0
"6foxplXS0YEq8cO374Lty4";"0.95";0.533;-7.022;0.148;0.247;0.0;0.114;0.675;119.869;124056;4.0
"6FRLCMO5TUHTexlWo8ym1W";"0.851";0.541;-6.825;0.051;0.568;0.0;0.13;0.448;124.959;235545;4.0
"6fTt0CH2t0mdeB2N9XFG5r";"0.703";0.594;-6.146;0.075;0.342;0.0;0.123;0.475;153.848;114893;4.0
"6fujklziTHa8uoM5OQSfIo";"0.794";0.632;-6.163;0.065;0.142;0.0;0.128;0.355;145.926;291893;4.0
"6fwdbPMwP1zVStm8FybmkO";"0.835";0.413;-9.81;0.396;0.373;0.001;0.101;0.111;149.004;258880;4.0
"6fxVffaTuwjgEk5h9QyRjy";"0.614";0.379;-10.48;0.048;0.607;0.0;0.099;0.201;107.989;258987;4.0
"6FyRXC8tJUh863JCkyWqtk";"0.767";0.709;-4.47;0.336;0.323;0.0;0.068;0.72;171.993;258639;4.0
"6g1NlCpW7fgqDnWbCCDrHl";"0.532";0.783;-5.697;0.052;0.004;0.001;0.161;0.643;124.08;247427;4.0
"6G41AeVgQkpvEbTxN5fNkW";"0.898";0.813;-5.725;0.306;0.113;0.0;0.085;0.771;126.986;215978;4.0
"6G8kHiVZ1jW7vHMPVRNZU0";"0.826";0.318;-12.391;0.057;0.493;0.013;0.11;0.138;103.002;245787;4.0
"6gBFPUFcJLzWGx4lenP6h2";"0.841";0.728;-3.37;0.048;0.085;0.0;0.149;0.43;130.049;243837;4.0
"6GeD5g9vZTz25Egf8kxoIY";"0.435";0.706;-8.197;0.043;0.057;0.0;0.09;0.24;144.913;214307;4.0
"6gFtgkh8ShkrJn52Cbdhxy";"0.641";0.561;-5.856;0.036;0.12;0.002;0.358;0.678;111.938;282613;4.0
"6Gg1gjgKi2AK4e0qzsR7sd";"0.474";0.631;-5.884;0.343;0.069;0.0;0.132;0.425;180.051;189323;4.0
"6GnhWMhgJb7uyiiPEiEkDA";"0.843";0.435;-8.442;0.178;0.47;0.0;0.147;0.19;120.058;208080;4.0
"6GNifiuBPrKFpwNBYnooFm";"0.749";0.671;-5.151;0.06;0.68;0.0;0.167;0.756;81.994;268864;4.0
"6gpcs5eMhJwax4mIfKDYQk";"0.736";0.795;-3.299;0.055;0.498;0.0;0.254;0.511;104.066;230813;4.0
"6gTJaPuj8DT8RjuDJyBgzP";"0.806";0.608;-7.008;0.066;0.011;0.0;0.635;0.849;95.049;219840;4.0
"6Gy7rXB6Ku5vIWC7WGWsl3";"0.745";0.715;-3.368;0.245;0.128;0.0;0.182;0.342;94.513;136032;4.0
