"id";"danceability";"energy";"loudness";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration";"time_signature"
"1HLL8X0LH20F6Z9SLXLIjr";"0.636";0.501;-7.26;0.329;0.413;0.0;0.339;0.196;82.309;265120;4.0
"1HNywa8Bk0TmzRwQrzhtPo";"0.556";0.528;-8.033;0.027;0.615;0.096;0.122;0.163;159.821;285480;4.0
"1HpzOCZbNWzxvvXfSGtSrX";"0.605";0.664;-7.162;0.032;0.005;0.0;0.204;0.164;103.997;176417;4.0
"1hSOt9IeshMkuKP9ri4hOf";"0.708";0.701;-5.196;0.033;0.031;0.0;0.392;0.504;120.932;222097;4.0
"1HTtUBEY3tuw2btgwwI2Ja";"0.89";0.633;-5.475;0.168;0.023;0.0;0.099;0.425;139.948;233087;4.0
"1hvpDAxZPKjKztOc72sv06";"0.599";0.642;-6.936;0.036;0.164;0.0;0.099;0.349;115.412;222533;4.0
"1hy6kKvsPbv7VTcllCuATC";"0.514";0.362;-7.758;0.026;0.303;0.0;0.104;0.301;84.767;219440;4.0
"1hz7SRTGUNAtIQ46qiNv2p";"0.518";0.492;-8.436;0.193;0.216;0.001;0.146;0.471;78.848;375387;4.0
"1I3ZAmPmbFV78oNKnibOiW";"0.824";0.595;-6.346;0.091;0.057;0.0;0.088;0.157;140.039;137134;4.0
"1IBUPdwV9TvaipSODdt8QY";"0.738";0.568;-5.341;0.186;0.025;0.0;0.146;0.399;99.933;159800;4.0
"1IcR6RlgvDczfvoWJSSY2A";"0.234";0.526;-11.656;0.041;0.871;0.0;0.122;0.649;201.739;151000;3.0
"1IF5UcqRO42D12vYwceOY6";"0.671";0.156;-16.288;0.037;0.804;0.052;0.113;0.201;94.08;211960;4.0
"1IPRghUN3LFPNbCTsfBJx9";"0.642";0.598;-8.716;0.283;0.505;0.0;0.129;0.508;170.185;160357;4.0
"1iQDltZqI7BXnHrFy4Qo1k";"0.619";0.459;-5.782;0.033;0.56;0.0;0.137;0.498;126.803;184280;4.0
"1iSqfoUFnQwV0QW1EfUit8";"0.736";0.369;-9.682;0.069;0.334;0.0;0.126;0.235;140.005;222997;4.0
"1iSZPndzmY6NvL1jAtIvY1";"0.899";0.587;-7.866;0.338;0.279;0.0;0.084;0.49;149.993;214467;4.0
"1iWHabUgUuuKLBa0TzTHfk";"0.302";0.414;-8.16;0.032;0.058;0.0;0.086;0.105;110.508;242956;4.0
"1j4kHkkpqZRBwE0A4CN4Yv";"0.258";0.437;-6.593;0.039;0.101;0.0;0.106;0.097;180.043;239000;4.0
"1j6xOGusnyXq3l6IryKF3G";"0.681";0.788;-4.323;0.079;0.048;0.0;0.075;0.839;170.019;220117;4.0
"1jg9clsGCDqOumfS0X5xm9";"0.735";0.514;-5.464;0.082;0.109;0.0;0.359;0.517;77.566;194440;4.0
"1JIgaRnqtzS7DuGM3hVZU9";"0.712";0.891;-6.457;0.24;0.056;0.0;0.133;0.799;170.13;225933;4.0
"1JkrD47SDpAbyvqKtolcea";"0.911";0.721;-4.833;0.28;0.036;0.0;0.111;0.69;104.11;297546;4.0
"1Jl21sidRpEdlVBvYbssLx";"0.889";0.385;-11.767;0.165;0.005;0.0;0.274;0.235;125.995;202533;4.0
"1jlnBQGP2DtSEhMgQaz7a7";"0.946";0.723;-3.692;0.114;0.078;0.0;0.061;0.349;102.956;160877;4.0
"1jo3TwNGCXfNdB5uba3ZVv";"0.892";0.651;-8.645;0.378;0.099;0.0;0.371;0.599;105.814;253580;4.0
"1jQsKN68yE94tMYml0wHMd";"0.747";0.704;-6.743;0.099;0.136;0.0;0.131;0.494;136.936;213693;4.0
"1jQvUmf16VE9WQCPuK2e8K";"0.733";0.63;-4.296;0.395;0.13;0.0;0.162;0.832;149.989;152000;4.0
"1Jrj3k5L36dPkU6KAclU7g";"0.888";0.377;-10.142;0.339;0.013;0.0;0.19;0.126;133.996;162800;4.0
"1JSTJqkT5qHq8MDJnJbRE1";"0.82";0.452;-9.796;0.035;0.543;0.003;0.071;0.74;117.401;253920;4.0
"1jYiIOC5d6soxkJP81fxq2";"0.599";0.667;-4.267;0.037;0.053;0.0;0.134;0.817;80.984;288877;4.0
"1k1CJlU1eAEpAbNK0TVeKD";"0.648";0.661;-5.027;0.195;0.121;0.0;0.12;0.813;113.363;305962;5.0
"1kaxyXcAi5ZHF3Q94QXsHK";"0.754";0.615;-5.346;0.171;0.273;0.0;0.13;0.345;140.04;214314;4.0
"1kBbgxAUc4HQv7cgIayIDH";"0.745";0.642;-6.257;0.287;0.02;0.0;0.066;0.226;179.974;131280;4.0
"1KdwnsWOvhM53vezy5ROuf";"0.672";0.684;-5.682;0.316;0.125;0.026;0.183;0.62;75.233;182816;3.0
"1KeZgPUr54C8iz3FjqzVoz";"0.615";0.564;-6.384;0.029;0.011;0.0;0.148;0.454;103.006;224773;4.0
"1KFN3kB4hc6r7ILpifFsqf";"0.792";0.768;-5.074;0.107;0.046;0.0;0.067;0.295;89.917;158005;4.0
"1Kjer1JoWuJGNwGV6Pbgv1";"0.649";0.502;-4.368;0.044;0.286;0.0;0.166;0.695;87.0;202040;3.0
"1kK6DwzyXJSp58u5HYWwuD";"0.88";0.67;-5.177;0.047;0.325;0.0;0.066;0.131;101.008;299227;4.0
"1kMUGCt7XLDc5Q64Vl0H8S";"0.774";0.851;-2.795;0.255;0.065;0.0;0.057;0.695;180.086;257865;4.0
"1Knctxx9vGZxpZfF66BIEa";"0.594";0.798;-5.244;0.084;0.115;0.0;0.143;0.381;142.049;191840;4.0
"1KqvRRQd3lfM0pAlkGPrgD";"0.682";0.812;-2.691;0.118;0.006;0.0;0.055;0.347;104.891;192000;4.0
"1KSqYYJFyfTecXFk9M0prc";"0.744";0.859;-3.166;0.08;0.026;0.0;0.088;0.787;91.977;232787;4.0
"1KT0xdIjm7t053xByACrrg";"0.512";0.532;-6.821;0.027;0.126;0.0;0.103;0.283;81.353;227928;4.0
"1KVczjazCcCCgM3gXXUl47";"0.612";0.601;-7.089;0.164;0.168;0.0;0.117;0.525;147.018;223543;4.0
"1KXFoiT2n4QXRsFvhWNI4I";"0.693";0.416;-9.231;0.049;0.649;0.0;0.063;0.235;127.027;238173;4.0
"1L3NV7VrCiuE8C5QlhdeQL";"0.745";0.579;-5.771;0.138;0.035;0.012;0.246;0.645;97.002;293947;4.0
"1L8LtC2s161XwY6YrtnQjw";"0.819";0.674;-4.663;0.327;0.013;0.0;0.384;0.766;115.897;173220;5.0
"1l9G7M8gNyQsgOGWZGoQsT";"0.849";0.493;-4.1;0.042;0.456;0.0;0.133;0.447;97.012;175240;4.0
"1lCRw5FEZ1gPDNPzy1K4zW";"0.268";0.459;-6.94;0.035;0.378;0.0;0.118;0.175;64.177;179200;4.0
"1le5DusoKra9I92ExgBWYK";"0.666";0.677;-5.743;0.033;0.214;0.0;0.098;0.178;100.014;178242;4.0
"1LhMopPAallLeaeNutqbgS";"0.707";0.632;-7.031;0.079;0.103;0.0;0.084;0.372;97.04;278893;4.0
"1LiN0Z98FkR1t0m8KmLcAH";"0.79";0.631;-5.549;0.043;0.437;0.0;0.158;0.889;94.039;190005;4.0
"1LIqNVhaIgxXUt2eVoIQJ3";"0.837";0.791;-3.157;0.077;0.252;0.0;0.188;0.618;91.98;184436;4.0
"1lItf5ZXJc1by9SbPeljFd";"0.807";0.887;-3.892;0.275;0.004;0.0;0.391;0.78;160.517;144244;4.0
"1LLXZFeAHK9R4xUramtUKw";"0.695";0.71;-6.639;0.05;0.025;0.0;0.133;0.557;157.925;190240;4.0
"1lntL1cI2UIWlxjL5QiN8g";"0.38";0.553;-6.621;0.065;0.421;0.0;0.079;0.384;179.629;189333;4.0
"1lOe9qE0vR9zwWQAOk6CoO";"0.745";0.642;-6.257;0.287;0.02;0.0;0.066;0.226;179.974;131240;4.0
"1louJpMmzEicAn7lzDalPW";"0.741";0.667;-5.445;0.134;0.058;0.0;0.106;0.595;112.956;223504;4.0
"1lsBTdE6MGsKeZCD6llNu7";"0.856";0.632;-3.692;0.074;0.193;0.0;0.069;0.697;112.009;180493;4.0
"1LszjjoVwDDZcWUQbzeDLG";"0.808";0.69;-4.151;0.148;0.058;0.0;0.103;0.64;125.086;223147;4.0
"1LXbv9jiTtdBdHadZ317Gt";"0.864";0.484;-9.159;0.344;0.205;0.0;0.248;0.534;160.052;144560;4.0
"1lXQskY1Op1KzFG4GVcVpe";"0.822";0.794;-3.821;0.069;0.042;0.0;0.139;0.837;79.983;232699;4.0
"1lxswgIpzV6HhENRvkflES";"0.827";0.646;-4.727;0.077;0.072;0.0;0.247;0.512;92.057;197840;4.0
"1M4qEo4HE3PRaCOM7EXNJq";"0.676";0.771;-3.675;0.048;0.024;0.0;0.102;0.569;99.048;207133;4.0
"1m69ELEgE6k5ZWsap40ozt";"0.739";0.821;-4.233;0.085;0.222;0.0;0.311;0.693;171.077;188080;4.0
"1m6lqaLvUTxPjOo98fJH8U";"0.87";0.35;-6.082;0.277;0.007;0.0;0.108;0.175;74.963;168347;4.0
"1mdJ39D1lrR3aWIOhgeNaE";"0.63";0.692;-4.951;0.427;0.275;0.0;0.167;0.82;179.877;203067;4.0
"1MJErNPIQUoEMu4YUUmecm";"0.859";0.563;-6.635;0.112;0.054;0.0;0.069;0.412;119.934;258789;4.0
"1MksGqIztTT6M9R1ErKVs8";"0.482";0.781;-5.334;0.412;0.629;0.0;0.413;0.336;57.967;325840;5.0
"1mmAqhLcvPrknbslMiDlyU";"0.967";0.352;-7.122;0.122;0.038;0.0;0.068;0.612;111.982;175573;4.0
"1mpD5Q8IM32I4bF6eCpU74";"0.665";0.712;-7.536;0.053;0.001;0.003;0.102;0.669;93.989;157220;4.0
"1mqlc0vEP9mU1kZgTi6LIQ";"0.693";0.911;-3.691;0.031;0.183;0.0;0.3;0.982;125.895;216520;4.0
"1mT47pKLXUwPYGwB91GcNz";"0.715";0.872;-3.501;0.055;0.154;0.0;0.11;0.682;96.939;212493;4.0
"1MUL6DO2gVimj2YrVedubd";"0.449";0.597;-4.401;0.14;0.347;0.0;0.197;0.505;134.598;194777;5.0
"1mXVgsBdtIVeCLJnSnmtdV";"0.681";0.372;-8.237;0.043;0.64;0.0;0.169;0.476;91.873;201000;4.0
"1n4jwRVXdkK2U34nBDUKKT";"0.357";0.238;-16.78;0.265;0.142;0.086;0.55;0.494;156.907;118067;4.0
"1N7YeVU0ZwAFbOhwM61ef6";"0.578";0.694;-5.351;0.071;0.011;0.0;0.102;0.268;129.921;220850;4.0
"1NbGcdgwRHZ5rbPIT9hdR3";"0.736";0.756;-7.099;0.047;0.006;0.006;0.106;0.712;117.016;231847;4.0
"1NDxZ7cFAo481dtYWdrUnR";"0.703";0.868;-4.661;0.029;0.15;0.132;0.104;0.733;121.03;193613;4.0
"1ndyl3wJCFs872XZ3ztPk6";"0.743";0.709;-3.922;0.088;0.045;0.0;0.081;0.831;170.001;258600;4.0
"1NF9EkR5OpMaoVWbsllcm9";"0.751";0.776;-5.266;0.036;0.223;0.0;0.051;0.603;129.987;162462;4.0
"1nfyE13arjOuO54HH0zmqj";"0.697";0.648;-7.123;0.128;0.425;0.0;0.191;0.313;186.125;199813;4.0
"1NgCWYuBLfqBDA3b8MgSVU";"0.776";0.445;-8.574;0.037;0.212;0.004;0.124;0.405;109.981;184200;4.0
"1NghHeg0wE32eBYrQBVQXL";"0.458";0.831;-2.187;0.065;0.003;0.0;0.337;0.572;81.531;232213;4.0
"1NHlyKgtR4roNylOhidKSv";"0.888";0.74;-5.363;0.238;0.006;0.0;0.218;0.664;100.003;175711;4.0
"1Nj2oBISdFDSF8eDuXcALz";"0.564";0.722;-5.59;0.124;0.162;0.0;0.093;0.276;99.083;165627;4.0
"1NJcg626wLln4pGHpiV7mf";"0.351";0.296;-10.109;0.033;0.934;0.0;0.095;0.12;115.284;200186;4.0
"1nO2NjuFkGaAWcMdJ1pNrp";"0.797";0.633;-4.815;0.238;0.223;0.0;0.109;0.577;156.015;232413;4.0
"1nO67wic65N413c11zKxM7";"0.605";0.8;-6.235;0.055;0.155;0.056;0.121;0.836;128.074;211880;4.0
"1nocRtwyNPVtGcIJqfgdzZ";"0.731";0.832;-2.592;0.05;0.273;0.0;0.067;0.94;146.013;178613;4.0
"1NtIMM4N0cFa1dNzN15chl";"0.772";0.78;-4.288;0.108;0.051;0.0;0.119;0.719;124.988;204347;4.0
"1nX9KhK3Fff27SnrIor2Yb";"0.796";0.5;-7.21;0.425;0.118;0.0;0.155;0.227;75.012;255560;4.0
"1nXZnTALNXiPlvXotqHm66";"0.417";0.689;-8.302;0.178;0.575;0.0;0.496;0.505;79.568;210253;4.0
"1OAh8uOEOvTDqkKFsKksCi";"0.671";0.672;-3.094;0.069;0.033;0.0;0.118;0.632;97.98;204173;4.0
"1OAiWI2oPmglaOiv9fdioU";"0.565";0.849;-3.516;0.052;0.009;0.0;0.12;0.427;102.034;212647;4.0
"1oc3jna2ablnfIKLYbKujl";"0.67";0.853;-4.515;0.088;0.062;0.0;0.06;0.615;103.843;189000;4.0
"1ODZGydlown4VesUP8HLJX";"0.527";0.768;-7.557;0.03;0.457;0.0;0.304;0.799;91.75;180833;4.0
"1OilOIju6R9ia8vilNjChh";"0.666";0.677;-5.743;0.033;0.214;0.0;0.098;0.178;100.014;178242;4.0
"1oJ8EDr2pv94IvSd6ZmDgo";"0.761";0.672;-5.887;0.212;0.089;0.0;0.14;0.437;160.077;192405;3.0
"1OjmlSFuzYflWjSMTCyTJv";"0.725";0.571;-6.007;0.102;0.018;0.0;0.052;0.61;146.035;200880;4.0
"1OmcAT5Y8eg5bUPv9qJT4R";"0.58";0.531;-6.631;0.078;0.128;0.0;0.143;0.141;159.786;218320;4.0
"1onfcprzpSGh2LqrBh17AA";"0.523";0.591;-8.772;0.054;0.494;0.511;0.079;0.195;173.94;200627;4.0
"1OUPXna2MCgAt3VNmXJBtg";"0.834";0.777;-4.538;0.059;0.22;0.006;0.335;0.865;129.984;193440;4.0
"1oUudyBYVGMIC8JXeIsFzq";"0.691";0.736;-4.993;0.032;0.104;0.0;0.111;0.04;140.034;193510;4.0
"1P17dC1amhFzptugyAO7Il";"0.766";0.709;-6.471;0.123;0.204;0.0;0.126;0.506;128.07;211853;4.0
"1p1SbqeipOd4ezKUpxqaz6";"0.513";0.648;-7.714;0.099;0.007;0.0;0.176;0.497;169.743;207966;4.0
"1pfgsjmxVZhoZpeDx6POKv";"0.658";0.804;-5.735;0.038;0.005;0.0;0.178;0.508;120.047;205793;4.0
"1PfUKiMDKIlPEF9FfdJawc";"0.492";0.144;-10.125;0.071;0.965;0.0;0.161;0.274;164.839;324302;3.0
"1pGAvZo2axYXAXYiSeYEqY";"0.48";0.61;-7.042;0.305;0.046;0.0;0.313;0.297;90.034;255653;4.0
"1pJQAHpD51J7GYaFrrFO9S";"0.567";0.464;-9.66;0.03;0.02;0.0;0.269;0.309;99.806;228480;4.0
"1PSBzsahR2AKwLJgx8ehBj";"0.697";0.691;-4.757;0.146;0.214;0.0;0.185;0.305;137.853;239293;4.0
"1Pz3QmQFBFuI60rxCQBeW6";"0.696";0.429;-8.736;0.055;0.052;0.0;0.128;0.242;149.967;213333;4.0
"1pZdegOXTZ2ftINo3oUuRZ";"0.678";0.679;-7.093;0.064;0.301;0.0;0.112;0.218;119.977;188346;4.0
"1Qg9jWGDkKAGZXj5v2OG59";"0.659";0.604;-5.084;0.054;0.089;0.0;0.105;0.407;126.135;190643;4.0
"1QgTBfRN5m81a5K01qens6";"0.791";0.513;-6.568;0.269;0.024;0.0;0.101;0.481;76.997;247347;4.0
"1Qi2wh8fFgDV7tl4Sj3f2K";"0.438";0.178;-9.402;0.041;0.957;0.0;0.316;0.344;75.248;170964;1.0
"1qOLh0tI7trd1zdDKxYZTe";"0.636";0.633;-4.23;0.126;0.371;0.0;0.102;0.512;99.721;181880;4.0
"1qtHdSxiavDgUPZgpGqehx";"0.725";0.543;-6.311;0.084;0.03;0.0;0.177;0.693;119.961;135339;4.0
"1qyFlfPREPbRcS2BNszdYI";"0.423";0.587;-6.635;0.529;0.765;0.0;0.114;0.33;180.331;253803;4.0
"1R0a2iXumgCiFb7HEZ7gUE";"0.615";0.534;-6.719;0.039;0.106;0.0;0.061;0.193;135.917;236413;4.0
"1r0faljjM2b876iNoaDUh5";"0.779";0.56;-7.564;0.253;0.258;0.0;0.241;0.421;142.032;287320;4.0
"1R6VwZ8TuHRzxZUxe88n4I";"0.592";0.584;-6.232;0.089;0.158;0.0;0.132;0.447;88.073;245893;4.0
"1RagpNpkD3KcjXMLGMe99V";"0.916";0.493;-7.371;0.162;0.12;0.0;0.211;0.327;140.057;195591;4.0
"1rCcsYnmqbMYdkG7kS9GC5";"0.574";0.728;-4.777;0.062;0.016;0.0;0.085;0.266;125.047;214942;4.0
"1rfofaqEpACxVEHIZBJe6W";"0.765";0.523;-4.333;0.03;0.184;0.0;0.132;0.394;104.988;217307;4.0
"1rgnBhdG2JDFTbYkYRZAku";"0.825";0.593;-6.401;0.099;0.688;0.0;0.17;0.54;98.078;209755;4.0
"1rIKgCH4H52lrvDcz50hS8";"0.694";0.712;-3.923;0.046;0.133;0.0;0.211;0.799;98.022;201122;4.0
"1rlIrbWboTRGeKfHhgbJRZ";"0.853";0.637;-5.924;0.331;0.129;0.0;0.267;0.496;86.048;156195;4.0
"1rqqCSm0Qe4I9rUvWncaom";"0.579";0.904;-2.729;0.062;0.193;0.0;0.064;0.681;82.014;190947;4.0
"1rsAFUCa6BVMgRQ3FCQQsi";"0.803";0.789;-3.434;0.038;0.03;0.0;0.378;0.647;119.999;106021;4.0
"1rX5L6pyl3rVWb55D8Cprr";"0.502";0.633;-5.8;0.419;0.01;0.0;0.389;0.552;83.226;349600;4.0
"1s2B5cndbqK8rPJEIcKJRQ";"0.754";0.805;-4.249;0.075;0.315;0.0;0.203;0.555;93.983;176133;4.0
"1sBhJGPUKrdRycgKxve70v";"0.755";0.719;-5.316;0.042;0.001;0.0;0.326;0.813;121.986;160826;4.0
"1sCxVKWImDZSZKvG0U9B23";"0.953";0.41;-6.543;0.071;0.175;0.0;0.077;0.718;121.074;214648;4.0
"1SJtlNRJDeYHioymcvsqev";"0.334";0.617;-5.834;0.383;0.334;0.0;0.163;0.603;85.227;216391;4.0
"1skUhc3JS3jLCfugI3gm41";"0.878";0.699;-5.035;0.046;0.069;0.002;0.075;0.78;102.01;155018;4.0
"1Sl3njkhhz8nrSPZroDQ82";"0.678";0.819;-3.306;0.031;0.191;0.0;0.159;0.499;90.004;184248;4.0
"1sl5tSzfK1JrcQIcA8rYDy";"0.65";0.764;-5.219;0.094;0.368;0.0;0.12;0.704;102.01;192320;4.0
"1Slwb6dOYkBlWal1PGtnNg";"0.781";0.445;-6.061;0.03;0.474;0.0;0.184;0.591;78.998;281560;4.0
"1SmiQ65iSAbPto6gPFlBYm";"0.737";0.175;-9.912;0.04;0.971;0.0;0.171;0.545;70.008;150440;4.0
"1SNiXDwSilLujcYdvfqVpT";"0.591";0.702;-5.59;0.029;0.225;0.0;0.414;0.501;104.003;217653;4.0
"1snWlbcbgQpJfknoI30DWG";"0.425";0.642;-5.06;0.05;0.164;0.0;0.118;0.112;170.008;211867;4.0
"1sPLURKAosM3Jampgp9AWq";"0.487";0.85;-5.427;0.25;0.047;0.0;0.142;0.523;152.102;216333;4.0
"1Spmq0UazGU6ovMIlGldZX";"0.727";0.852;-4.682;0.08;0.166;0.0;0.122;0.922;110.017;214652;4.0
"1SSzM044DUbVpYNNHWIhYJ";"0.718";0.667;-5.008;0.055;0.169;0.0;0.067;0.48;89.029;161882;4.0
"1sTUEdVO85YU8Ymk2jeAls";"0.273";0.794;-6.644;0.068;0.022;0.0;0.062;0.377;95.902;214745;4.0
"1SxagO9GK0UUeEYLmH8Pln";"0.728";0.517;-11.404;0.063;0.056;0.0;0.107;0.379;111.974;173129;4.0
"1sXUWdKx03aP9Gmzft58rt";"0.683";0.427;-6.827;0.078;0.368;0.0;0.06;0.426;113.634;176347;4.0
"1SymEzIT3H8UZfibCs3TYi";"0.756";0.449;-8.746;0.034;0.13;0.0;0.114;0.399;111.011;223293;4.0
"1sYSP7gKa5kdKIfhANfori";"0.623";0.493;-7.727;0.034;0.063;0.0;0.104;0.594;81.019;223847;4.0
"1Szfm2XAx3Kgl55dyl8sTU";"0.781";0.487;-8.823;0.589;0.034;0.0;0.163;0.344;95.879;182723;4.0
"1t67WYNfUxfOiwaz7SJ66b";"0.714";0.585;-4.57;0.042;0.057;0.004;0.144;0.842;77.104;208640;4.0
"1T8IRUJBga0JXioJZvxjBR";"0.521";0.895;-5.242;0.044;0.0;0.349;0.099;0.237;120.117;322340;4.0
"1TaQciB8qqRZ9fxWGhS65X";"0.628";0.64;-4.164;0.049;0.099;0.0;0.138;0.409;129.815;201081;4.0
"1tC5WMSlsGDFfqnrquB1ty";"0.448";0.435;-8.102;0.039;0.01;0.0;0.096;0.047;80.849;277030;4.0
"1TEL6MlSSVLSdhOSddidlJ";"0.647";0.309;-7.948;0.037;0.78;0.0;0.202;0.195;87.045;171573;4.0
"1ThmUihH9dF8EV08ku5AXN";"0.935";0.552;-9.373;0.335;0.111;0.0;0.095;0.615;99.993;145627;4.0
"1tNJrcVe6gwLEiZCtprs1u";"0.815";0.518;-6.594;0.09;0.223;0.0;0.104;0.877;151.891;177667;4.0
"1tp1xMJ1uaOktksskS0Fzs";"0.76";0.476;-8.103;0.241;0.294;0.0;0.1;0.354;147.01;161990;4.0
"1tpbAGsGpZee5jDHMcLrUJ";"0.584";0.698;-3.961;0.106;0.09;0.0;0.171;0.765;166.047;204787;4.0
"1trFxVLL8WKhYap543e74l";"0.769";0.817;-4.092;0.034;0.027;0.0;0.084;0.866;139.979;218615;4.0
"1Tt4sE4pXi57mTD1GCzsqm";"0.671";0.314;-8.091;0.244;0.11;0.0;0.083;0.296;110.898;191600;4.0
"1tT55K6VEyO6XFDxK4lDQe";"0.499";0.181;-15.359;0.043;0.745;0.001;0.106;0.075;111.956;214533;4.0
"1u0CD4fcBUB1xrG9fNgejh";"0.88";0.728;-6.939;0.205;0.136;0.0;0.337;0.715;160.976;200373;4.0
"1u0MOgWF1bbylVxpJG2ZjB";"0.62";0.609;-8.831;0.145;0.44;0.0;0.115;0.404;142.042;271693;4.0
"1u8c2t2Cy7UBoG4ArRcF5g";"0.76";0.703;-5.412;0.054;0.103;0.0;0.091;0.57;95.997;231827;4.0
"1uJ7IQJdeAvmUDpIyZb0be";"0.651";0.655;-6.652;0.373;0.139;0.0;0.104;0.393;78.665;183829;4.0
"1uL78kFWxhz3umTMWJu8n5";"0.813";0.528;-6.305;0.313;0.072;0.0;0.125;0.131;79.532;207039;4.0
"1uoL9GX45dTnmrWQ7Ii1Ft";"0.548";0.731;-6.997;0.07;0.003;0.0;0.123;0.477;131.973;226800;4.0
"1UQbxSOVbauPxaUh337GTx";"0.664";0.741;-7.399;0.028;0.216;0.0;0.235;0.669;147.077;255120;4.0
"1uru26I2JKd2mQZt0MDCUe";"0.404";0.531;-4.328;0.103;0.215;0.0;0.052;0.321;164.848;214227;4.0
"1USJRpWDFhxwhCajPXBeel";"0.679";0.435;-8.238;0.045;0.237;0.0;0.112;0.326;89.996;190547;4.0
"1usK5eLBzpQTMwDt8SR2dr";"0.669";0.557;-8.835;0.05;0.057;0.0;0.066;0.553;144.043;186944;4.0
"1UZOjK1BwmwWU14Erba9CZ";"0.573";0.781;-6.406;0.056;0.077;0.0;0.081;0.343;139.934;231907;4.0
"1v1IXPXl73Z7zy6f5tUa9n";"0.413";0.676;-5.124;0.213;0.024;0.0;0.081;0.083;173.478;302173;4.0
"1vBeIXlzbAieGoDqInav5j";"0.947";0.788;-6.138;0.124;0.107;0.001;0.108;0.454;129.977;229005;4.0
"1VdZ0vKfR5jneCmWIUAMxK";"0.642";0.289;-9.918;0.037;0.669;0.0;0.18;0.407;84.996;258373;4.0
"1Vej0qeQ3ioKwpI6FUbRv1";"0.524";0.939;-3.994;0.113;0.0;0.0;0.623;0.661;150.184;184867;4.0
"1VEMUkGFio5uURvN8x1DZJ";"0.631";0.673;-4.892;0.384;0.407;0.0;0.154;0.721;83.504;172036;4.0
"1vG3YuKRYqPwTmNmYgqkpg";"0.668";0.684;-5.937;0.053;0.627;0.0;0.923;0.7;108.138;187986;4.0
"1VGzxJnVQND7Cg5H5wGj14";"0.672";0.588;-9.573;0.133;0.619;0.241;0.099;0.204;169.033;174358;4.0
"1vi9adPJiD4d22ybGp25hy";"0.442";0.71;-5.142;0.684;0.026;0.0;0.618;0.508;205.116;167908;4.0
"1VJwtWR6z7SpZRwipI12be";"0.689";0.516;-5.857;0.044;0.513;0.0;0.163;0.209;124.876;190920;4.0
"1VsqQEYObJsOPaeZwEXRPg";"0.756";0.908;-4.427;0.072;0.085;0.0;0.377;0.78;100.021;173927;4.0
"1VuAamHM7P3VQQEXYGG3Uu";"0.553";0.337;-10.334;0.03;0.818;0.0;0.113;0.662;101.918;84987;4.0
"1vVNlXi8gf8tZ7OhnEs4VE";"0.516";0.792;-5.38;0.216;0.024;0.0;0.404;0.524;121.189;226790;5.0
"1vvNmPOiUuyCbgWmtc6yfm";"0.819";0.913;-3.059;0.043;0.094;0.0;0.161;0.536;119.989;219160;4.0
"1vYh9x8UmFTLbXiizk9Qc5";"0.749";0.774;-6.221;0.12;0.086;0.0;0.11;0.35;99.019;217533;4.0
"1W6wxOOYyJyyok8fqYSZ3m";"0.573";0.591;-6.715;0.331;0.011;0.0;0.455;0.232;86.721;230713;5.0
"1wC93sZRGcTgKLN2UWRSwW";"0.621";0.574;-5.325;0.056;0.003;0.0;0.128;0.537;104.344;221874;4.0
"1WIZiOuNO3woKfdlSK2gNn";"0.804";0.66;-4.86;0.073;0.032;0.0;0.103;0.257;94.053;169345;4.0
"1wJRveJZLSb1rjhnUHQiv6";"0.581";0.662;-5.239;0.303;0.015;0.0;0.111;0.434;93.023;189487;4.0
"1wjzFQodRWrPcQ0AnYnvQ9";"0.752";0.505;-7.621;0.253;0.535;0.0;0.104;0.419;91.97;197437;4.0
"1WnqWQcWcuQbVzgE7ecfCY";"0.588";0.793;-6.23;0.079;0.466;0.001;0.913;0.694;76.997;112239;5.0
"1Wolb8MRcXR2IMMaELTRpE";"0.852";0.902;-4.669;0.159;0.447;0.0;0.035;0.965;164.971;146526;4.0
"1WP1r7fuvRqZRnUaTi2I1Q";"0.746";0.754;-6.681;0.067;0.015;0.0;0.049;0.764;149.882;206880;4.0
"1WqLtczgKdbHFHhefOU0y7";"0.618";0.693;-7.889;0.333;0.44;0.759;0.101;0.439;143.98;229960;4.0
"1wsf1YFQSYND45y0GzJmf7";"0.964";0.346;-9.309;0.53;0.035;0.0;0.108;0.562;119.958;142273;4.0
"1WSGTYKLEpKfNQYYW5Oymt";"0.541";0.468;-4.039;0.362;0.404;0.0;0.358;0.69;95.266;158027;4.0
"1wsLHgXJ4SKIfd5ePSX1hD";"0.652";0.897;-4.481;0.036;0.293;0.0;0.072;0.475;114.033;193377;4.0
"1x4MJYA9mJRph3fygU51K4";"0.825";0.749;-4.805;0.182;0.02;0.0;0.14;0.31;154.943;164471;4.0
"1x5sYLZiu9r5E43kMlt9f8";"0.707";0.629;-4.581;0.056;0.259;0.0;0.138;0.457;122.863;212459;4.0
"1XBc4r6ltXjkFJBrsttwIF";"0.691";0.402;-12.149;0.06;0.703;0.0;0.463;0.844;139.752;125827;4.0
"1xbtojAZsQjOgiGdGX6ChU";"0.745";0.642;-6.257;0.287;0.02;0.0;0.066;0.226;179.974;131248;4.0
"1Xi84slp6FryDSCbzq4UCD";"0.45";0.329;-12.603;0.044;0.818;0.001;0.135;0.266;71.884;183624;3.0
